"","Chromosome","Position","Strand","OriginalValue","Rank","Value"
"11656","chromosome",1678764,"+",0.7778,11656,0.7777994444
"11657","chromosome",1724196,"+",0.7778,11657,0.7777994444
"11658","chromosome",1887662,"+",0.7778,11658,0.7777994444
"11659","chromosome",2052309,"+",0.7778,11659,0.7777994444
"11660","chromosome",2056622,"-",0.7778,11660,0.7777994444
"11661","chromosome",2144140,"+",0.7778,11661,0.7777994444
"11662","chromosome",2381551,"-",0.7778,11662,0.7777994444
"11663","chromosome",2600163,"-",0.7778,11663,0.7777994444
"11664","chromosome",2634660,"+",0.7778,11664,0.7777994444
"11665","chromosome",2740512,"+",0.7778,11665,0.7777994444
"11666","chromosome",2754485,"+",0.7778,11666,0.7777994444
"11667","chromosome",2838909,"+",0.7778,11667,0.7777994444
"11668","chromosome",2878097,"+",0.7778,11668,0.7777994444
"11669","chromosome",2942156,"+",0.7778,11669,0.7777994444
"11670","chromosome",3088688,"+",0.7778,11670,0.7777994444
"11671","chromosome",3145032,"+",0.7778,11671,0.7777994444
"11672","chromosome",3191960,"+",0.7778,11672,0.7777994444
"11673","chromosome",3284707,"-",0.7778,11673,0.7777994444
"11674","chromosome",3310661,"+",0.7778,11674,0.7777994444
"11675","chromosome",3400001,"+",0.7778,11675,0.7777994444
"11676","chromosome",3425924,"-",0.7778,11676,0.7777994444
"11677","chromosome",3607552,"-",0.7778,11677,0.7777994444
"11678","chromosome",3706025,"+",0.7778,11678,0.7777994444
"11679","chromosome",3739887,"-",0.7778,11679,0.7777994444
"11680","chromosome",3768413,"+",0.7778,11680,0.7777994444
"11681","chromosome",3784231,"-",0.7778,11681,0.7777994444
"11682","chromosome",3838737,"+",0.7778,11682,0.7777994444
"11683","chromosome",3877958,"+",0.7778,11683,0.7777994444
"11684","chromosome",3902365,"-",0.7778,11684,0.7777994444
"11685","chromosome",4136374,"-",0.7778,11685,0.7777994444
"11686","chromosome",4321976,"-",0.7778,11686,0.7777994444
"11687","chromosome",4383458,"-",0.7778,11687,0.7777994444
"11688","chromosome",4451725,"-",0.7778,11688,0.7777994444
"11689","chromosome",4496735,"-",0.7778,11689,0.7777994444
"11690","chromosome",4499376,"-",0.7778,11690,0.7777994444
"11691","chromosome",4596912,"-",0.7778,11691,0.7777994444
"11692","chromosome",4616517,"-",0.7778,11692,0.7777994444
"11693","chromosome",4679954,"-",0.7778,11693,0.7777994444
"11694","chromosome",4725128,"-",0.7778,11694,0.7777994444
"11695","chromosome",4831626,"+",0.7778,11695,0.7777994444
"11696","chromosome",4944256,"+",0.7778,11696,0.7777994444
"11697","chromosome",4960466,"-",0.7778,11697,0.7777994444
"11698","chromosome",4972296,"-",0.7778,11698,0.7777994444
"11699","chromosome",5200016,"-",0.7778,11699,0.7777994444
"11700","chromosome",5407746,"-",0.7778,11700,0.7777994444
"11701","chromosome",5442832,"-",0.7778,11701,0.7777994444
"11702","chromosome",5518620,"-",0.7778,11702,0.7777994444
"11703","chromosome",5553101,"-",0.7778,11703,0.7777994444
"11704","chromosome",5577750,"-",0.7778,11704,0.7777994444
"11705","chromosome",5602256,"-",0.7778,11705,0.7777994444
"11706","chromosome",5622727,"-",0.7778,11706,0.7777994444
"11707","chromosome",5705972,"+",0.7778,11707,0.7777994444
"11708","chromosome",5712271,"+",0.7778,11708,0.7777994444
"11709","chromosome",5719387,"-",0.7778,11709,0.7777994444
"11710","small.plasmid",7143,"-",0.7778,11710,0.7777994444
"11711","chromosome",3454371,"+",0.7771,11711,0.7770994458
"11712","chromosome",4147170,"-",0.7771,11712,0.7770994458
"11713","chromosome",5831020,"-",0.7771,11713,0.7770994458
"11714","chromosome",3596868,"-",0.777,11714,0.776999446
"11715","chromosome",4095997,"+",0.777,11715,0.776999446
"11716","chromosome",4102807,"-",0.777,11716,0.776999446
"11717","chromosome",4946247,"-",0.777,11717,0.776999446
"11718","chromosome",5500225,"+",0.777,11718,0.776999446
"11719","chromosome",462624,"-",0.7769,11719,0.7768994462
"11720","chromosome",911658,"-",0.7769,11720,0.7768994462
"11721","chromosome",1302793,"-",0.7769,11721,0.7768994462
"11722","chromosome",1639702,"-",0.7769,11722,0.7768994462
"11723","chromosome",1808711,"-",0.7769,11723,0.7768994462
"11724","chromosome",2041410,"-",0.7769,11724,0.7768994462
"11725","chromosome",2519217,"+",0.7769,11725,0.7768994462
"11726","chromosome",2585694,"+",0.7769,11726,0.7768994462
"11727","chromosome",3042310,"-",0.7769,11727,0.7768994462
"11728","chromosome",3571208,"-",0.7769,11728,0.7768994462
"11729","chromosome",3771476,"+",0.7769,11729,0.7768994462
"11730","chromosome",4150440,"-",0.7769,11730,0.7768994462
"11731","chromosome",5115578,"-",0.7769,11731,0.7768994462
"11732","chromosome",5429998,"-",0.7769,11732,0.7768994462
"11733","chromosome",5700502,"+",0.7769,11733,0.7768994462
"11734","chromosome",5839888,"+",0.7769,11734,0.7768994462
"11735","chromosome",5855290,"-",0.7769,11735,0.7768994462
"11736","chromosome",121564,"+",0.7768,11736,0.7767994464
"11737","chromosome",937199,"+",0.7768,11737,0.7767994464
"11738","chromosome",1006475,"-",0.7768,11738,0.7767994464
"11739","chromosome",2369807,"+",0.7768,11739,0.7767994464
"11740","chromosome",2412527,"+",0.7768,11740,0.7767994464
"11741","chromosome",2512560,"-",0.7768,11741,0.7767994464
"11742","chromosome",2560945,"+",0.7768,11742,0.7767994464
"11743","chromosome",3276940,"+",0.7768,11743,0.7767994464
"11744","chromosome",3563468,"-",0.7768,11744,0.7767994464
"11745","chromosome",4037825,"-",0.7768,11745,0.7767994464
"11746","chromosome",4263684,"-",0.7768,11746,0.7767994464
"11747","chromosome",4312756,"-",0.7768,11747,0.7767994464
"11748","chromosome",4413764,"-",0.7768,11748,0.7767994464
"11749","chromosome",4536651,"-",0.7768,11749,0.7767994464
"11750","chromosome",4656994,"-",0.7768,11750,0.7767994464
"11751","chromosome",4692270,"+",0.7768,11751,0.7767994464
"11752","chromosome",5081587,"-",0.7768,11752,0.7767994464
"11753","chromosome",124761,"+",0.7767,11753,0.7766994466
"11754","chromosome",320282,"-",0.7767,11754,0.7766994466
"11755","chromosome",767279,"+",0.7767,11755,0.7766994466
"11756","chromosome",2970729,"-",0.7767,11756,0.7766994466
"11757","chromosome",3877410,"-",0.7767,11757,0.7766994466
"11758","chromosome",4505997,"-",0.7767,11758,0.7766994466
"11759","chromosome",4646797,"-",0.7767,11759,0.7766994466
"11760","chromosome",5420077,"+",0.7767,11760,0.7766994466
"11761","chromosome",1674590,"+",0.7766,11761,0.7765994468
"11762","chromosome",3403176,"-",0.7766,11762,0.7765994468
"11763","chromosome",3594863,"-",0.7766,11763,0.7765994468
"11764","chromosome",4204083,"-",0.7766,11764,0.7765994468
"11765","chromosome",5491418,"-",0.7766,11765,0.7765994468
"11766","chromosome",572619,"+",0.7765,11766,0.776499447
"11767","chromosome",2165589,"-",0.7765,11767,0.776499447
"11768","chromosome",2602629,"+",0.7765,11768,0.776499447
"11769","chromosome",2677863,"+",0.7765,11769,0.776499447
"11770","chromosome",3217148,"+",0.7765,11770,0.776499447
"11771","chromosome",3602242,"-",0.7765,11771,0.776499447
"11772","chromosome",5275796,"+",0.7765,11772,0.776499447
"11773","chromosome",147636,"+",0.7763,11773,0.7762994474
"11774","chromosome",215276,"-",0.7763,11774,0.7762994474
"11775","chromosome",588621,"+",0.7763,11775,0.7762994474
"11776","chromosome",744119,"-",0.7763,11776,0.7762994474
"11777","chromosome",1769353,"+",0.7763,11777,0.7762994474
"11778","chromosome",2030629,"-",0.7763,11778,0.7762994474
"11779","chromosome",2364030,"+",0.7763,11779,0.7762994474
"11780","chromosome",2799692,"+",0.7763,11780,0.7762994474
"11781","chromosome",3814597,"+",0.7763,11781,0.7762994474
"11782","small.plasmid",38111,"-",0.7763,11782,0.7762994474
"11783","chromosome",1713640,"-",0.7762,11783,0.7761994476
"11784","chromosome",2267754,"+",0.7762,11784,0.7761994476
"11785","chromosome",4306054,"+",0.7762,11785,0.7761994476
"11786","chromosome",5532631,"+",0.7762,11786,0.7761994476
"11787","chromosome",691334,"+",0.7761,11787,0.7760994478
"11788","chromosome",3577331,"+",0.7761,11788,0.7760994478
"11789","chromosome",5468283,"-",0.7761,11789,0.7760994478
"11790","chromosome",5490888,"-",0.7761,11790,0.7760994478
"11791","chromosome",456983,"+",0.776,11791,0.775999448
"11792","chromosome",1001923,"-",0.776,11792,0.775999448
"11793","chromosome",1998477,"-",0.776,11793,0.775999448
"11794","chromosome",5357178,"+",0.776,11794,0.775999448
"11795","chromosome",5629382,"-",0.776,11795,0.775999448
"11796","chromosome",5666911,"-",0.776,11796,0.775999448
"11797","chromosome",605710,"-",0.7759,11797,0.7758994482
"11798","chromosome",815505,"+",0.7759,11798,0.7758994482
"11799","chromosome",2527819,"+",0.7759,11799,0.7758994482
"11800","chromosome",2793356,"-",0.7759,11800,0.7758994482
"11801","chromosome",2918345,"+",0.7759,11801,0.7758994482
"11802","chromosome",4533486,"+",0.7759,11802,0.7758994482
"11803","chromosome",4688010,"+",0.7759,11803,0.7758994482
"11804","chromosome",4962044,"+",0.7759,11804,0.7758994482
"11805","chromosome",5263863,"+",0.7759,11805,0.7758994482
"11806","chromosome",5653155,"-",0.7759,11806,0.7758994482
"11807","small.plasmid",35843,"-",0.7759,11807,0.7758994482
"11808","chromosome",54543,"-",0.7758,11808,0.7757994484
"11809","chromosome",2031629,"-",0.7758,11809,0.7757994484
"11810","chromosome",5800035,"-",0.7758,11810,0.7757994484
"11811","chromosome",33472,"-",0.7757,11811,0.7756994486
"11812","chromosome",99151,"+",0.7757,11812,0.7756994486
"11813","chromosome",108037,"-",0.7757,11813,0.7756994486
"11814","chromosome",349745,"+",0.7757,11814,0.7756994486
"11815","chromosome",1190014,"+",0.7757,11815,0.7756994486
"11816","chromosome",1779672,"+",0.7757,11816,0.7756994486
"11817","chromosome",2291697,"+",0.7757,11817,0.7756994486
"11818","chromosome",3836462,"-",0.7757,11818,0.7756994486
"11819","chromosome",3858771,"-",0.7757,11819,0.7756994486
"11820","chromosome",3897986,"-",0.7757,11820,0.7756994486
"11821","chromosome",4104500,"-",0.7757,11821,0.7756994486
"11822","chromosome",5628876,"-",0.7757,11822,0.7756994486
"11823","chromosome",523585,"-",0.7756,11823,0.7755994488
"11824","chromosome",1206695,"+",0.7755,11824,0.775499449
"11825","chromosome",1223012,"-",0.7755,11825,0.775499449
"11826","chromosome",1551942,"+",0.7755,11826,0.775499449
"11827","chromosome",1873381,"-",0.7755,11827,0.775499449
"11828","chromosome",2000218,"+",0.7755,11828,0.775499449
"11829","chromosome",2180435,"+",0.7755,11829,0.775499449
"11830","chromosome",3408577,"-",0.7755,11830,0.775499449
"11831","chromosome",4070495,"-",0.7755,11831,0.775499449
"11832","chromosome",4230077,"-",0.7755,11832,0.775499449
"11833","chromosome",4282177,"-",0.7755,11833,0.775499449
"11834","chromosome",4598711,"+",0.7755,11834,0.775499449
"11835","chromosome",5410002,"+",0.7755,11835,0.775499449
"11836","chromosome",5441537,"-",0.7755,11836,0.775499449
"11837","chromosome",453233,"+",0.7754,11837,0.7753994492
"11838","chromosome",1009937,"+",0.7754,11838,0.7753994492
"11839","chromosome",5448177,"-",0.7754,11839,0.7753994492
"11840","chromosome",2585802,"+",0.7753,11840,0.7752994494
"11841","chromosome",2794707,"+",0.7753,11841,0.7752994494
"11842","chromosome",3100892,"+",0.7753,11842,0.7752994494
"11843","chromosome",3454132,"-",0.7753,11843,0.7752994494
"11844","chromosome",4669321,"-",0.7753,11844,0.7752994494
"11845","chromosome",5098984,"-",0.7753,11845,0.7752994494
"11846","chromosome",119599,"-",0.7752,11846,0.7751994496
"11847","chromosome",1286319,"+",0.7752,11847,0.7751994496
"11848","chromosome",1398513,"-",0.7752,11848,0.7751994496
"11849","chromosome",3027519,"+",0.7752,11849,0.7751994496
"11850","chromosome",5615123,"-",0.7752,11850,0.7751994496
"11851","chromosome",1194687,"+",0.7751,11851,0.7750994498
"11852","chromosome",92234,"+",0.775,11852,0.77499945
"11853","chromosome",129636,"-",0.775,11853,0.77499945
"11854","chromosome",1931353,"+",0.775,11854,0.77499945
"11855","chromosome",2795413,"+",0.775,11855,0.77499945
"11856","chromosome",2820548,"+",0.775,11856,0.77499945
"11857","chromosome",3527379,"+",0.775,11857,0.77499945
"11858","chromosome",3695268,"-",0.775,11858,0.77499945
"11859","chromosome",4043909,"-",0.775,11859,0.77499945
"11860","chromosome",4981440,"-",0.775,11860,0.77499945
"11861","chromosome",71474,"+",0.7748,11861,0.7747994504
"11862","chromosome",109048,"-",0.7748,11862,0.7747994504
"11863","chromosome",414993,"-",0.7748,11863,0.7747994504
"11864","chromosome",1259759,"+",0.7748,11864,0.7747994504
"11865","chromosome",1660778,"+",0.7748,11865,0.7747994504
"11866","chromosome",1763832,"+",0.7748,11866,0.7747994504
"11867","chromosome",2608292,"+",0.7748,11867,0.7747994504
"11868","chromosome",2619719,"+",0.7748,11868,0.7747994504
"11869","chromosome",2633573,"-",0.7748,11869,0.7747994504
"11870","chromosome",3363352,"+",0.7748,11870,0.7747994504
"11871","chromosome",3598965,"+",0.7748,11871,0.7747994504
"11872","chromosome",3732837,"-",0.7748,11872,0.7747994504
"11873","chromosome",3946213,"-",0.7748,11873,0.7747994504
"11874","chromosome",4016840,"+",0.7748,11874,0.7747994504
"11875","chromosome",4130528,"-",0.7748,11875,0.7747994504
"11876","chromosome",4949895,"+",0.7748,11876,0.7747994504
"11877","chromosome",5407911,"+",0.7748,11877,0.7747994504
"11878","chromosome",5739725,"+",0.7748,11878,0.7747994504
"11879","chromosome",5432692,"+",0.7747,11879,0.7746994506
"11880","chromosome",613254,"+",0.7746,11880,0.7745994508
"11881","chromosome",1835260,"+",0.7746,11881,0.7745994508
"11882","chromosome",2829476,"-",0.7746,11882,0.7745994508
"11883","chromosome",4960386,"+",0.7746,11883,0.7745994508
"11884","chromosome",5707557,"-",0.7746,11884,0.7745994508
"11885","chromosome",5839184,"+",0.7746,11885,0.7745994508
"11886","chromosome",5926026,"+",0.7746,11886,0.7745994508
"11887","chromosome",2501719,"-",0.7745,11887,0.774499451
"11888","chromosome",2546764,"-",0.7745,11888,0.774499451
"11889","chromosome",2678642,"+",0.7745,11889,0.774499451
"11890","chromosome",3292129,"-",0.7745,11890,0.774499451
"11891","chromosome",3532846,"-",0.7745,11891,0.774499451
"11892","chromosome",3543363,"-",0.7745,11892,0.774499451
"11893","chromosome",3891994,"+",0.7745,11893,0.774499451
"11894","chromosome",3907842,"-",0.7745,11894,0.774499451
"11895","chromosome",4725124,"-",0.7745,11895,0.774499451
"11896","chromosome",5082058,"-",0.7745,11896,0.774499451
"11897","chromosome",5201359,"-",0.7745,11897,0.774499451
"11898","chromosome",5400918,"+",0.7745,11898,0.774499451
"11899","chromosome",5673924,"+",0.7745,11899,0.774499451
"11900","chromosome",68642,"+",0.7744,11900,0.7743994512
"11901","chromosome",1279770,"+",0.7744,11901,0.7743994512
"11902","chromosome",2705515,"+",0.7744,11902,0.7743994512
"11903","chromosome",4160227,"+",0.7744,11903,0.7743994512
"11904","chromosome",4802333,"-",0.7744,11904,0.7743994512
"11905","chromosome",4870303,"+",0.7744,11905,0.7743994512
"11906","chromosome",5726092,"+",0.7744,11906,0.7743994512
"11907","chromosome",41466,"-",0.7742,11907,0.7741994516
"11908","chromosome",694585,"-",0.7742,11908,0.7741994516
"11909","chromosome",701442,"-",0.7742,11909,0.7741994516
"11910","chromosome",1751511,"-",0.7742,11910,0.7741994516
"11911","chromosome",1932080,"+",0.7742,11911,0.7741994516
"11912","chromosome",1948095,"-",0.7742,11912,0.7741994516
"11913","chromosome",2065630,"-",0.7742,11913,0.7741994516
"11914","chromosome",2422498,"-",0.7742,11914,0.7741994516
"11915","chromosome",2988853,"+",0.7742,11915,0.7741994516
"11916","chromosome",3138179,"+",0.7742,11916,0.7741994516
"11917","chromosome",3384745,"-",0.7742,11917,0.7741994516
"11918","chromosome",4000052,"+",0.7742,11918,0.7741994516
"11919","chromosome",4054656,"+",0.7742,11919,0.7741994516
"11920","chromosome",4216542,"-",0.7742,11920,0.7741994516
"11921","chromosome",4229930,"-",0.7742,11921,0.7741994516
"11922","chromosome",4953699,"-",0.7742,11922,0.7741994516
"11923","chromosome",5046191,"-",0.7742,11923,0.7741994516
"11924","chromosome",5098044,"+",0.7742,11924,0.7741994516
"11925","chromosome",5464869,"-",0.7742,11925,0.7741994516
"11926","chromosome",5523120,"+",0.7742,11926,0.7741994516
"11927","chromosome",5725841,"-",0.7742,11927,0.7741994516
"11928","chromosome",347571,"+",0.774,11928,0.773999452
"11929","chromosome",2577670,"+",0.774,11929,0.773999452
"11930","chromosome",2629459,"-",0.774,11930,0.773999452
"11931","chromosome",3418225,"-",0.774,11931,0.773999452
"11932","chromosome",4901133,"+",0.774,11932,0.773999452
"11933","chromosome",682041,"-",0.7739,11933,0.7738994522
"11934","chromosome",1378572,"-",0.7739,11934,0.7738994522
"11935","chromosome",1894461,"+",0.7739,11935,0.7738994522
"11936","chromosome",2646966,"+",0.7739,11936,0.7738994522
"11937","chromosome",3824912,"-",0.7739,11937,0.7738994522
"11938","chromosome",4287859,"-",0.7739,11938,0.7738994522
"11939","chromosome",5095404,"-",0.7739,11939,0.7738994522
"11940","chromosome",5258100,"+",0.7739,11940,0.7738994522
"11941","chromosome",5394072,"+",0.7739,11941,0.7738994522
"11942","chromosome",5582817,"-",0.7739,11942,0.7738994522
"11943","chromosome",2369777,"+",0.7738,11943,0.7737994524
"11944","chromosome",2757217,"+",0.7738,11944,0.7737994524
"11945","chromosome",3225821,"+",0.7738,11945,0.7737994524
"11946","chromosome",4069604,"-",0.7738,11946,0.7737994524
"11947","chromosome",31327,"+",0.7737,11947,0.7736994526
"11948","chromosome",245880,"-",0.7737,11948,0.7736994526
"11949","chromosome",1927306,"-",0.7737,11949,0.7736994526
"11950","chromosome",2430174,"+",0.7737,11950,0.7736994526
"11951","chromosome",3938782,"-",0.7737,11951,0.7736994526
"11952","chromosome",5546683,"-",0.7737,11952,0.7736994526
"11953","chromosome",573315,"+",0.7736,11953,0.7735994528
"11954","chromosome",716767,"+",0.7736,11954,0.7735994528
"11955","chromosome",970408,"+",0.7736,11955,0.7735994528
"11956","chromosome",1728738,"-",0.7736,11956,0.7735994528
"11957","chromosome",2032834,"+",0.7736,11957,0.7735994528
"11958","chromosome",2836283,"+",0.7736,11958,0.7735994528
"11959","chromosome",2940956,"+",0.7736,11959,0.7735994528
"11960","chromosome",3041406,"+",0.7736,11960,0.7735994528
"11961","chromosome",3061487,"-",0.7736,11961,0.7735994528
"11962","chromosome",3835381,"+",0.7736,11962,0.7735994528
"11963","chromosome",4936691,"+",0.7736,11963,0.7735994528
"11964","chromosome",5051675,"-",0.7736,11964,0.7735994528
"11965","chromosome",5390169,"-",0.7735,11965,0.773499453
"11966","chromosome",2124608,"-",0.7734,11966,0.7733994532
"11967","chromosome",2582363,"+",0.7734,11967,0.7733994532
